9882 27338
7577 862 314
212 8959 526
7293 9000 763
207 1662 640
3874 6293 -511
7522 9206 -334
7296 6427 225
8267 9254 -76
9787 6335 485
7651 536 -886
8217 1432 548
1236 6712 -690
4989 4389 -122
5742 7019 -402
591 7179 -263
7517 5910 -107
5207 867 -33
1201 2248 -174
1012 8915 -831
5812 7981 539
9609 7483 518
4031 6883 -909
7307 7914 505
1989 1136 737
7906 2500 183
1280 5807 723
1654 7338 -793
8324 1801 -255
6691 2688 -476
7545 6577 -587
7862 287 820
8686 1655 680
1583 5555 44
3271 6934 269
1998 908 -855
51 5378 -727
1543 4700 293
7078 7014 175
1581 9860 931
567 5868 757
6369 2289 751
6221 5710 139
9685 3548 339
965 7705 -774
5835 5157 -221
3963 6742 359
40 6201 -200
4493 5095 -83
9239 4274 -187
4284 6971 -179
5671 8461 -406
7783 9663 -196
6390 1588 -545
1615 8894 566
3204 900 -276
3569 4659 -89
5375 5675 -454
6892 1628 -68
5954 8102 271
5531 5738 -625
7579 8267 -891
5722 5912 -936
4785 2201 -896
2734 6871 -997
7220 2790 935
3486 2024 987
8762 457 73
6669 9314 -176
5657 5979 954
8021 2035 -707
9571 1636 785
3832 8902 -440
6283 1239 428
9832 8155 389
7552 6688 -127
2168 5064 598
377 618 -376
8498 2699 -729
1773 950 -651
8146 2116 -517
2016 9398 973
4424 3155 659
9615 2125 578
4433 910 -88
8600 8948 -96
1411 2351 -672
1100 2368 303
9596 3721 -460
8775 7148 276
2676 1210 436
3043 2900 988
1353 7455 -339
4911 6134 -674
573 9139 -8
8168 2843 802
9546 773 -439
843 6751 -967
7884 410 413
2641 5559 76
4432 9093 -122
2859 3556 -528
2667 1875 53
5663 4777 344
6541 2602 73
3317 8325 -1000
726 2514 -248
1881 8549 736
6878 5225 -421
7678 2192 -843
7158 1600 220
5923 3290 903
9737 6069 74
2091 5425 -357
5522 8828 249
8256 9051 -103
7268 4368 -909
4739 2757 660
3372 6280 -131
7852 1673 913
8553 1455 49
8352 9458 283
2980 6643 -959
4954 4726 625
8918 637 406
6910 4249 630
7032 4216 -650
3749 7974 -24
7925 6502 143
2544 4801 -568
3641 802 -89
7992 6754 191
3993 2002 100
6660 8549 60
1925 7800 -356
2398 79 779
7605 8623 159
4465 1754 -309
2802 5223 -33
3765 1741 517
8486 7153 -752
5558 7722 -18
7796 1403 577
1928 7707 711
9204 9153 -947
868 4472 -919
9453 1739 -980
3828 4058 710
3293 9697 484
794 7839 975
1746 7021 984
3949 8543 -69
2807 5466 -371
5002 9771 619
7433 1693 -792
202 4620 5
1217 506 343
2906 164 315
8019 786 986
1314 4748 273
709 5670 -393
483 5981 40
5710 2712 -413
1773 4883 -326
7219 5515 59
8366 3758 -714
9567 9865 -987
6680 7070 113
9121 8798 -59
868 5548 -24
375 1036 406
835 536 -628
7742 3384 812
5240 4634 -918
5839 7181 -628
48 8846 -917
3081 990 921
2609 9417 -771
8141 4446 -783
6715 3849 -350
4914 8055 650
8472 5003 -562
7434 9361 -386
882 3972 -453
612 6437 -384
9307 5613 -459
7986 6123 -379
1642 1809 -603
2438 991 -414
8940 7045 -166
2371 9469 -197
2728 6206 786
1798 8073 -352
6443 8777 -177
5597 3786 -621
469 7345 329
8558 7314 -91
5608 8576 119
2788 6585 604
5226 4669 -865
4976 1953 188
2423 7790 -149
7992 1536 -431
7089 9801 784
1500 8815 667
2521 9237 221
5343 7805 579
8008 659 907
3741 8872 -122
6329 2587 61
4392 7398 363
4723 3007 -633
6750 1198 -796
3355 1181 862
5527 6938 740
5267 8415 -205
1209 2942 854
3825 5716 982
7543 668 -764
2305 1159 -357
759 6914 -324
1662 740 -36
4655 1349 607
2924 7251 -15
9711 4983 -549
9533 2557 -764
3041 971 -45
623 5009 -720
7308 4618 605
6878 8938 990
238 4571 -264
2755 5812 257
3455 4608 767
7045 231 461
9744 6264 -122
7225 1059 795
7912 7713 -665
3911 5748 802
7728 1213 69
1527 6346 279
9543 126 -214
9536 8420 -63
612 6879 311
2752 7364 319
63 3020 122
2837 1303 -778
9469 6384 -814
2672 1344 -211
2010 8216 -789
9276 7843 -54
3029 8893 -997
8550 3737 677
3703 1767 292
8063 4206 90
9399 8552 -713
5109 6794 -139
782 1243 360
4287 7586 -604
2746 9294 73
7595 1938 502
7429 3514 803
7284 4796 -12
2946 8947 102
6729 6895 -746
8816 2342 906
7155 1782 730
8282 2263 -701
5810 921 364
7459 6343 506
6736 3981 95
4549 6473 -784
6698 1986 -579
8919 5345 -575
2392 4552 808
4741 3176 -765
1801 6550 -852
7673 305 106
4797 740 920
9180 5516 -673
7033 9793 -906
980 1416 434
1265 4015 557
3343 818 -736
3421 5791 98
9864 7067 -482
4410 7681 717
5053 2469 854
4439 860 95
3197 4951 -43
1580 4845 663
1457 571 256
6818 6396 458
8538 5028 50
1512 4221 -349
6078 5271 -285
3923 5738 127
1908 7647 466
8194 4627 -561
6176 961 -797
6467 9351 107
5722 5167 -707
3720 8765 -411
2375 8477 -367
400 551 -929
9642 6270 1
2707 911 952
3942 8589 694
9576 5791 185
3712 3749 -439
732 3774 -101
6011 2833 -467
4618 9702 413
6187 9685 -121
4025 9035 797
2084 8773 229
5826 6414 -298
3110 6849 973
8230 1368 -128
7370 357 -86
356 1297 -403
91 4137 -808
1764 3517 883
3233 9050 729
7576 2903 -767
2167 1883 -325
4282 956 317
9815 8163 198
9549 6517 -272
8133 5428 279
8009 4334 -464
2191 2169 447
7804 1672 -522
3383 5500 98
3608 1967 -845
2746 8817 -154
5384 3382 242
1309 3318 -339
5889 5711 849
6720 5013 -779
3315 6920 -664
7525 5025 546
3585 8011 -350
3571 3723 669
2168 2859 127
2986 6419 955
4372 7987 -5
8623 1957 -52
5877 5807 -373
8193 8692 -973
7799 5065 180
8758 2896 527
3633 4956 166
2369 7349 -233
407 140 975
8549 3845 567
5455 4703 -861
9662 2867 471
1699 5270 -589
6956 8969 912
6547 3830 -616
8362 532 459
9267 4437 -715
2259 7374 -229
8533 8687 770
6822 3739 170
6611 4306 -399
8053 3691 -57
4219 3031 -652
4302 1737 541
5889 4843 423
3186 7186 -75
7403 8738 481
569 5424 856
150 733 -231
8721 4679 294
3485 564 970
1579 586 908
5195 2009 -580
7007 7039 606
2585 4715 635
3196 2535 -199
9352 6368 887
9665 4782 473
8378 999 692
2640 4555 743
5467 2989 344
5104 566 548
1688 4303 -288
5248 4108 -400
1577 415 964
174 2052 -29
6512 7906 -709
1585 6310 543
6032 138 -281
9728 6271 -462
8206 561 60
337 293 347
130 2580 -421
7979 4810 830
8071 8381 668
1748 1464 -363
7598 5031 481
9832 4183 140
5000 2181 -983
7629 3280 -695
8683 3237 398
7750 4145 522
1642 3784 819
6036 1463 -145
8958 5065 662
6580 7090 -790
6969 3390 170
4897 3493 758
6979 8555 659
2157 9132 -355
1209 9510 -973
6922 2611 -641
3290 7443 806
6011 4764 724
9432 2110 138
8437 1675 -63
6602 9537 825
4477 5599 -206
7691 8650 373
282 4463 -764
5309 3952 637
7543 3747 132
941 5806 890
569 9780 535
9064 6681 -107
8595 3501 105
7062 2948 317
2620 1293 -648
2207 3205 -259
9278 1813 698
6754 2835 317
9326 6822 -984
2038 4420 755
8509 2741 -248
2806 5527 593
2713 5656 -792
2091 704 -675
4023 7504 943
7635 5812 978
3896 5500 319
4185 7604 941
4613 7912 -393
9662 7685 55
5042 3521 582
2382 4758 -281
2769 7903 211
1921 8162 54
9305 6787 92
1646 2509 -136
8300 4133 131
8693 1223 941
2656 3528 534
4918 1229 -253
437 9316 -631
7950 711 -803
5557 791 849
1968 7261 81
6579 1823 -674
1260 1328 870
3934 4477 522
2625 632 -78
4627 1372 118
8476 5131 -288
5324 937 -349
5097 7691 -381
5460 6872 -898
6049 5163 328
4951 293 354
5288 269 480
3790 5852 805
1109 1675 -577
1209 8342 278
7891 2718 249
437 1335 -660
2737 6705 652
532 8705 696
7221 6857 -898
8310 3632 -941
3722 563 -149
4539 4217 -789
1879 6803 871
6310 1816 -508
6106 7334 -830
593 6701 737
9172 4967 -151
1212 6458 882
7839 2647 -500
7391 8742 306
9492 1629 -78
775 928 -806
4135 6967 -835
6736 1625 637
8792 2235 397
6135 2482 358
3930 6250 -202
8104 6045 -409
4488 6792 -634
1433 2993 -281
5732 7060 164
5950 7694 592
9282 2302 -998
1728 83 844
5855 9035 952
8914 4670 397
949 4132 862
9422 7912 646
9223 3491 -613
6716 1406 -800
8653 2105 -787
7865 2182 -887
7123 4197 106
1437 298 458
31 186 167
1528 3708 -429
4246 7840 640
8588 7684 921
1759 3325 877
7606 5370 -532
6791 8178 -538
6761 8930 -689
1245 9176 927
6726 247 898
7535 9719 955
3264 9036 640
42 2611 -912
7117 5593 -505
1484 9547 966
5280 5445 587
3931 681 737
8152 7728 347
2899 5593 -64
3690 2604 1
4123 9202 565
8264 7751 -175
5084 5367 -497
8896 6589 -360
5831 2323 828
6303 2353 188
360 7731 277
1754 4104 -701
2683 7733 295
3964 3189 -226
8436 9685 -705
347 9774 768
2852 8430 -83
9026 300 111
9353 2961 -938
5727 8317 -788
3488 4830 503
1523 3583 708
6330 8767 -585
9640 707 493
4310 9128 844
6749 8451 -775
2009 2957 -849
5454 331 377
9683 7693 -611
9069 2309 948
7143 2522 84
7082 3428 -236
3629 3827 -663
7552 1164 -348
5158 9201 425
4473 8669 661
5357 4751 912
9246 3518 -717
193 2467 900
9047 6639 -214
3104 4612 172
5198 6046 485
4912 7103 -466
4443 2692 766
1273 2793 448
9830 9403 290
658 4362 269
1767 8825 847
5230 579 -389
4417 1338 826
3172 8553 100
2225 8261 -384
3892 5369 -344
6713 3380 998
9361 3689 -187
9032 3961 837
6224 9729 -42
4786 5936 337
8276 3371 164
8796 865 810
3189 9144 345
6613 4100 453
5227 9688 -660
5679 3983 -429
7491 380 842
9672 9437 -840
1784 4125 475
8200 4955 -37
3720 1510 733
3785 6612 377
128 6914 515
3223 4543 400
4944 4551 -367
7018 5112 239
5424 4398 -943
5205 1153 708
8755 4166 -288
3318 9830 -646
3289 8618 830
7225 3535 271
7168 2427 -823
8680 9200 744
4194 4115 -355
2164 7562 -383
9261 6255 -404
2854 7787 -630
8971 3577 507
2155 2966 -185
664 2425 -796
1083 6577 -860
6036 5111 -195
791 4365 802
4477 9297 351
2166 2274 52
3609 5971 352
4461 2414 -96
4529 9529 933
7830 8353 -218
6823 4522 780
8650 7239 582
3693 7590 -896
8520 8067 174
665 6585 -691
5834 7081 -704
5180 9820 -637
1304 1068 221
7247 1057 961
928 2387 858
432 6528 -195
4370 7818 117
2873 7867 238
486 3100 223
5913 2101 -605
5181 1880 -635
8659 1298 115
2386 3441 45
6144 2117 426
7448 3727 346
439 6325 -154
2272 412 -425
2147 5750 428
3301 2340 -355
862 3308 580
3794 1279 817
7610 3537 -690
5718 6224 258
4597 9282 -141
9013 9199 -95
4640 8878 -382
6520 807 275
8934 6629 932
700 7137 -539
570 557 -419
6613 7159 -479
6303 5703 -332
2557 4723 -313
7796 6817 747
7574 4467 -422
3724 2106 -702
6613 7809 -517
5269 5946 169
6143 1203 -695
7191 3852 215
6068 6815 -570
3077 6634 -230
2327 7362 -226
9169 6310 -647
649 9309 -318
4775 8959 -331
7815 2891 -192
6831 3084 416
2230 7884 -806
2971 8692 -758
1524 7502 -5
1937 1306 842
8246 3410 -945
7583 1721 649
8009 9447 368
1175 2401 614
5695 8521 -500
1669 363 797
1310 7613 446
4266 1114 711
9649 5428 902
6833 5784 532
9001 8922 90
4527 1926 -414
3534 7162 -44
375 2631 -94
1395 7295 301
7423 5989 648
1018 1112 611
1517 9103 675
8687 6321 393
5704 7573 845
3076 8044 729
8427 6444 945
7676 2628 989
5367 6099 -649
1899 6117 -38
8896 1630 -557
3603 5991 -72
8854 5412 -273
7070 6107 505
6416 1057 17
6137 2803 783
5644 4705 345
4609 8068 420
5317 7611 269
3199 2235 -743
6655 1816 -448
8925 7691 -648
1578 5914 604
7721 2320 323
7550 1555 -625
1265 1978 -25
7366 8725 -549
9642 4174 198
6740 6909 -653
2150 1656 -237
2129 4485 -428
7340 8147 942
7986 9145 -893
611 2285 -414
7255 9089 667
9551 4185 -817
7542 426 358
7698 2592 -299
681 3526 -49
2555 1749 -238
7240 754 -312
2259 3088 100
4351 729 -875
4186 1693 75
1016 95 -287
8582 7823 473
2474 1150 901
6985 5048 -214
404 7073 -950
7645 4352 918
5216 6093 532
8332 4214 -82
6678 9224 656
8766 2226 -233
3292 7926 494
8657 708 934
5826 9795 728
1411 7549 903
9365 3529 252
9339 7952 558
9832 4694 599
4791 3607 -457
4792 1353 -869
9104 6277 -101
8507 6065 -869
4027 9163 265
5057 5575 418
8033 758 540
7955 1287 -323
133 2970 547
7356 719 197
1753 8513 -268
6748 8197 582
9490 1236 579
6705 2061 -649
2688 4910 -414
4282 3333 -626
3773 9037 -898
2883 2887 706
3045 103 -797
9427 7676 -938
800 411 -246
2948 6841 835
1322 8177 36
6027 1629 563
761 7645 -902
6077 7256 826
9197 5245 251
8462 525 -416
7631 9805 911
5705 9276 -973
5989 1404 269
8844 5407 206
6120 4783 -166
6656 1007 117
4096 8657 446
7080 4387 -163
7725 5315 -465
4080 2241 -588
1279 1545 746
2923 5242 -81
4304 8713 858
5903 3865 -376
9650 8626 812
6134 1306 270
6232 930 73
3401 1170 946
9136 3124 -692
7677 5283 -920
3445 5307 -882
6943 8320 -501
5903 8353 98
909 8363 -260
8543 2981 -590
3979 1436 99
5803 5508 -605
1922 5916 -868
5487 8071 438
306 3446 -197
6298 1996 -687
9683 4381 -12
3042 368 27
2927 1449 922
4029 1399 837
6090 7636 107
767 6911 230
2581 8560 -48
4241 7043 -374
7138 6832 740
5269 4913 -885
5057 7576 -601
1187 2098 -607
4215 7165 -811
2696 6679 -978
8625 597 498
5705 5373 -256
6659 8193 779
2251 437 -793
5440 5391 -753
6327 975 -231
6219 9424 903
3705 6682 -468
1945 2694 520
2279 813 -945
7843 1839 513
1580 7787 304
1217 5106 -257
8934 4323 793
9797 2968 404
1283 7320 822
5665 8700 94
9017 4014 52
1585 7406 788
2420 4435 377
4638 2501 581
5229 3546 -954
7638 1871 -212
9027 6520 386
2499 7367 946
3112 9663 587
5227 4953 825
6267 8468 -653
4258 3431 -178
6939 1610 274
1321 87 847
7875 5744 -6
3935 6568 -695
9069 7967 982
6930 4082 651
4349 6566 -886
2333 7611 820
1284 7521 -479
2260 965 -413
7357 4314 -656
4431 315 -552
8984 6517 -310
6744 883 529
7806 6342 265
7437 6767 894
941 5693 -503
7035 3410 -244
7120 4614 230
9741 3511 -844
9291 9317 -582
575 5456 -785
8768 1499 -30
8692 5929 -227
6 442 333
5800 6636 507
1422 1341 432
3298 3706 -586
5516 5392 312
6442 5138 513
1189 1116 -492
835 5037 119
1490 8193 -234
9280 7946 332
5458 9555 360
6634 8060 0
7920 6170 972
9814 6533 637
6445 3009 823
8897 5370 -975
4899 1307 -803
5859 3389 -308
1016 7823 647
3741 8396 -434
9523 7183 700
4577 2103 -732
1930 9793 -142
4044 7805 -14
6758 101 -841
4774 6206 -509
5005 306 743
2289 4054 -469
8437 4538 322
3815 7325 604
1801 8624 -593
8621 2679 -670
7924 1618 -730
3426 3647 -824
5414 6698 241
5517 1057 546
3756 5968 771
6333 281 -530
2016 4452 60
9744 4612 79
1728 1316 233
1736 3500 -507
9511 2305 -924
7934 8859 826
2149 3648 -257
7068 2325 -167
2267 5813 -890
636 5654 544
2188 7773 -860
7030 452 -536
5708 7430 234
181 3899 -364
4446 5857 -908
6137 1517 590
4219 6779 -288
361 4698 448
7892 8305 -341
1103 7369 752
4383 5399 381
6132 1462 873
3056 8789 -317
1678 5394 -476
2561 7735 363
3974 2824 790
2085 6621 425
8936 5162 278
1980 2149 -739
7091 7796 635
9047 9013 750
1404 7943 -250
369 1923 -33
8510 7452 928
4615 3860 -916
4572 4399 -734
6223 2259 -240
5176 850 -880
5993 1559 436
5424 6416 189
3773 6011 43
773 6787 -580
1197 7801 -676
530 4572 486
2239 9017 441
5798 2538 74
9717 3179 -339
2419 6680 -251
1626 9532 574
9140 2167 -916
2269 3541 -637
5072 385 277
3062 5780 121
6986 1891 721
1522 4520 -250
4108 3143 -562
274 485 -47
6600 5487 409
2910 5369 532
5614 9692 12
8054 9842 -536
1281 2030 -886
7843 2487 430
3007 155 -899
4802 2023 -817
6949 6219 -690
6421 2945 6
4834 244 -893
403 4057 119
134 7394 -842
5205 8070 632
8161 1978 -645
1951 9070 792
6781 7133 25
4163 926 -797
1657 1805 -316
4956 3805 -898
9610 2181 471
9016 8196 869
1844 2591 -371
6524 8901 176
8569 6569 733
1484 750 -941
6704 9469 925
7221 8806 -89
6330 7371 -840
2386 1626 -654
126 5045 691
2438 2424 438
6688 3708 988
3817 1944 -184
4249 7486 -315
1682 3213 482
6765 3403 423
8818 9780 357
2916 6379 -867
3177 8523 -180
6078 2338 774
3500 7459 357
6555 932 833
1544 5736 -916
2472 6703 50
6860 8616 -145
8800 7465 10
8272 6328 -194
6730 6327 -712
8981 4902 751
2206 8849 727
5759 9230 889
8524 7232 77
4261 3250 192
5979 1841 -724
7575 1914 63
6924 7409 -101
4699 2188 -722
7773 3765 -234
5640 1434 68
9111 5646 -69
3223 3279 465
2197 1501 -482
7856 33 701
7440 4416 363
2147 1044 -484
6771 2558 -662
1515 5164 -343
3167 166 -784
6073 2551 778
6226 6140 -399
2898 7364 -70
3501 8631 -145
5474 2337 -566
4268 3114 -516
8687 1495 -976
6149 7181 161
9866 745 -818
8043 3408 -945
6119 1524 566
1638 2302 463
2568 1158 566
5715 5953 -585
9357 1885 367
7386 1584 -951
501 8583 972
6146 9832 -57
1050 9039 568
2522 1165 9
8950 5815 -534
1768 8039 -912
5920 2421 887
3252 8424 -110
7334 3880 672
1171 8606 -877
8464 9726 496
4956 5191 982
1841 7818 479
9560 5288 460
5864 6264 -763
1225 4878 -720
8511 6299 -201
3166 8687 116
4832 5328 803
1772 1538 -673
1507 8834 802
2119 6639 612
1647 3272 520
5749 9696 422
9267 7767 731
3968 6364 -629
2932 6567 -435
7934 5497 -297
743 7413 -909
150 2061 100
9789 8203 -619
4884 8033 -127
2479 9076 314
9882 5527 735
3133 3588 -340
3836 6708 -409
42 2763 -407
2480 7276 -709
9516 1562 453
8739 3001 983
4765 1820 -244
449 2566 -732
4921 8214 -241
3617 212 -703
8983 4402 -926
6374 6278 797
410 893 -963
556 6737 370
3682 1947 -53
389 6218 391
1495 4082 643
9880 2723 -360
4515 6513 27
4212 7712 -926
7062 5242 -983
5412 3083 -839
3940 2467 158
2485 7879 -92
1646 4017 447
1145 6173 916
1344 3823 550
8333 3457 -974
4702 7520 -819
8935 4162 884
9567 62 773
2026 6452 -932
9062 1897 646
5888 483 -769
7141 6597 -427
626 8828 -540
3567 3756 41
7932 7177 875
2614 89 148
8778 6567 36
2761 1626 -381
9013 6529 -185
5024 4771 52
5349 2986 -144
1700 2561 188
8690 2847 -828
2421 1457 661
4225 9533 582
3312 3859 325
7355 1002 -377
7284 199 -742
4181 4784 -570
3813 4882 821
8816 8318 8
7388 8645 383
7340 6982 -982
4821 786 -380
9120 3678 153
437 9827 -583
3392 6309 -52
3018 3688 632
2723 1460 431
183 1347 229
4605 1003 348
8765 7410 78
6531 3287 822
3521 8222 704
7460 8296 -36
7947 1133 -528
3711 9643 -725
1893 8588 887
547 673 -778
3819 9715 -196
9030 1392 659
3805 8224 -239
3171 8048 -330
6014 9410 541
2362 5020 695
1008 9490 431
2468 3575 433
7788 1099 -690
7823 5955 -424
7367 2257 159
4945 8692 -436
4758 9146 -763
7368 6575 509
2772 3902 419
201 8902 153
549 7949 976
5553 2845 -672
1029 7961 177
8101 8609 -385
8510 9670 658
2822 216 -324
3729 9686 507
2797 8572 -735
3091 7855 -737
6785 4729 187
9291 8496 -178
6362 4825 -779
8635 6937 221
9745 3247 -550
2037 6858 784
1684 7183 908
5549 26 43
4363 4027 -247
5535 7010 -914
9478 5195 237
6534 100 -385
1731 8201 -921
5200 448 752
7723 2965 -75
4965 1564 597
9518 4504 -387
8338 5878 -826
6297 2747 85
7621 5967 653
8520 1709 621
6261 3573 -780
9353 8479 -263
1708 8209 -595
6391 7682 663
5752 1884 869
5312 5047 -494
8932 672 -261
592 7594 -872
2167 9002 166
186 1496 -840
3359 998 -200
3760 2849 -777
4304 7335 170
4777 1591 350
5692 4238 -572
5373 3819 -33
7245 4531 -493
1327 7310 -56
7712 7518 377
4643 3377 -207
7493 3631 -885
8929 7555 703
3586 2178 -586
1763 834 853
2760 1848 -604
2939 2832 -766
7297 3145 720
7543 1359 -450
1928 5687 116
8345 7006 -260
2718 1606 355
4441 6459 245
7062 7212 -101
3098 3314 -986
9610 8503 822
7497 8922 272
1591 3236 -798
6281 279 -795
8577 9235 188
7220 3776 602
1165 2963 240
4046 4874 718
7643 7249 471
3810 6712 -52
2923 2356 -232
4555 5835 -269
1797 7132 -429
4680 1392 179
1430 8298 -115
68 9500 -133
6330 9012 294
363 6515 -303
2925 5439 -126
4418 7600 -157
1985 1119 158
1398 7804 -737
9430 4896 680
2932 5190 -935
4072 1143 -439
234 9791 -308
6766 4700 -887
5394 5815 -598
2458 4470 396
7370 4678 -75
7763 3981 890
8206 275 7
3075 1131 -804
9326 7632 226
2428 1451 640
1535 4808 1
6669 1871 506
8551 6955 47
7420 969 714
3831 2286 -514
8373 5742 169
5394 3105 408
3361 4419 -935
3441 5992 924
6634 8239 -487
824 2929 557
415 4801 849
6904 7821 399
7358 2218 678
7499 4068 931
7153 8252 -497
5883 6649 -255
6977 4749 -832
754 8509 -824
3101 984 304
1482 1018 425
7352 43 411
7986 912 813
7726 709 -920
9440 7904 610
3374 17 -195
674 7473 7
7009 5743 4
3834 4351 422
4555 4059 -140
1734 2267 -338
2900 8917 -260
1850 3290 -406
591 1888 -910
5974 1161 -48
7374 9117 756
1933 5366 869
9538 542 690
7559 3889 95
4281 786 -832
3176 3576 345
6429 7195 904
8673 5553 375
2278 8728 -60
5755 2284 750
301 5844 460
973 1529 977
9544 8580 49
6004 2527 835
5093 8988 287
6119 6791 -387
2387 4337 663
2884 6699 977
5713 6169 372
160 2546 657
4064 3579 982
5150 4204 -218
6056 3872 -936
9819 3342 -957
662 7299 732
1433 7415 -968
3238 9113 -88
8456 8713 -94
552 6507 -920
9030 4192 -202
9644 766 -931
27 7817 -702
2576 5777 665
6115 7086 469
3082 186 -195
1058 8343 573
4089 8094 285
8695 6685 255
960 698 -908
9564 6567 -864
469 9390 988
4458 9397 -658
8631 9161 103
4597 8889 -474
6776 9364 -454
5132 652 559
7827 6474 409
7419 6565 -776
90 9659 -127
9210 1504 885
3249 7630 906
9882 7797 -757
63 8667 19
4241 4810 746
2989 3553 715
8194 8993 388
9154 1227 52
7269 8244 261
553 6787 66
238 7304 813
8208 3141 946
1555 8901 -688
5994 8197 24
7684 7306 700
290 2371 -876
4110 7877 466
2197 8566 -468
3951 9288 -142
5839 7976 -160
4803 472 -809
3891 8038 427
6412 8098 441
2254 8438 797
9470 6419 -900
9264 5633 -508
3339 4881 244
4841 8848 296
4041 1187 654
7479 7813 232
4004 1644 -56
3968 2490 -732
3594 3311 273
5662 7165 258
3117 9071 -585
4681 5798 -206
2446 6760 -739
6257 1483 717
6176 2903 -471
3138 7843 738
4667 7809 -446
601 9147 -789
1821 960 179
5588 1861 -901
724 9854 -967
1141 7575 129
6816 8075 945
3536 7907 386
9139 4471 217
4103 5546 -884
1004 9147 -696
7831 9864 -453
759 6602 879
2103 6966 45
3410 1666 -1
9211 8106 625
4367 1372 -960
2440 6091 -139
3920 7321 -954
5354 2659 -850
9566 9095 517
65 5689 -359
1872 9633 788
219 8335 -92
1548 2798 -134
6608 7406 690
3659 8132 -548
257 5573 -11
8495 100 966
7728 315 -750
367 8168 -757
1375 5896 -528
7004 1833 -897
9358 1183 -420
3420 8584 -570
4791 3795 -10
4401 5998 365
2003 1471 -180
3413 8344 -351
6914 4525 656
2745 8641 242
3968 3881 -200
8301 7484 -595
6627 389 -747
1936 9574 744
4795 5340 -809
252 5156 -721
8523 6019 -204
5985 7432 697
4573 6934 -750
7031 4028 -851
9751 8426 -131
8908 784 -711
7800 8997 -220
8661 9653 -407
1235 161 537
1790 6354 980
6601 8655 942
5789 9205 -259
2102 900 447
8273 4314 686
325 5922 -480
4932 8312 -619
202 9576 -143
4449 7148 473
8431 5508 -522
4503 5392 -754
4191 432 -947
1531 9176 615
2829 9712 -192
3076 7928 -329
6765 4144 -578
3197 8217 -544
3654 6476 740
1197 1219 653
2813 6961 166
7901 7947 -415
3557 8464 613
3765 1574 -815
2886 1144 -98
6919 259 -654
7315 6331 903
6254 8363 729
5771 1637 -875
3203 3517 -210
1259 434 505
5052 2349 -246
8549 8408 -42
5176 4776 -596
1198 2451 -485
1569 7781 452
7233 27 -955
7232 6864 534
5015 9328 -237
5188 7162 179
8755 1597 -988
5253 6519 457
7168 6089 -704
5201 4902 978
8175 4054 535
5855 6479 990
9191 4400 -167
5790 2868 -780
4832 8574 -534
8176 735 -172
7441 4432 -406
1800 9046 -867
9860 9015 -737
8650 326 -787
228 6884 464
115 38 720
1082 2093 -338
4160 2633 357
8585 4500 -404
2000 4160 967
6468 2784 -663
7568 1942 763
8784 888 -116
1855 5698 -711
6358 1063 622
3335 4729 964
2346 4279 927
3933 8689 -80
6403 6994 -262
8313 9425 972
4752 9709 -961
5130 8300 -695
4747 6838 693
9364 5412 -742
3625 1366 -393
3372 7529 -98
386 9657 -41
9689 8597 448
9294 9022 851
8228 5106 -127
1153 2832 -440
6862 2993 261
9548 1409 858
8323 654 533
5238 4112 806
5966 5835 -542
3808 7228 -889
3039 1520 61
4780 2075 824
7080 1097 -972
6324 5240 275
4992 8407 -610
3743 5565 48
2815 349 724
6949 5529 -11
9641 8312 -777
505 5413 662
6247 237 -935
8082 9803 19
8317 3245 -673
5574 691 -803
5765 8864 236
7753 2528 375
7800 2649 -725
6858 1609 -132
994 1599 292
3446 1763 -852
8681 9665 -694
6988 7394 -108
7304 5504 -593
5370 7279 -378
6036 9879 207
8970 2066 -713
7133 5128 -475
1882 7525 742
2358 4422 149
5627 929 344
6345 1478 144
5641 5499 437
3866 2477 -830
7010 9250 870
8551 4736 -469
9015 9862 382
7205 370 -858
1515 1425 -832
786 7842 -850
6608 7252 648
4413 4637 430
9859 7245 -691
5681 2389 -232
471 868 26
7328 4577 -440
9446 3285 371
4823 7040 570
8859 7821 771
7360 3801 -697
9256 758 348
5343 9073 -935
9196 1446 -760
3730 9194 906
787 9467 421
7179 2671 -193
6615 9162 -759
6649 6961 470
1619 5474 513
6646 5011 995
4188 8566 -519
1895 3600 571
812 2484 -666
3766 8413 782
8316 662 -311
5296 3785 439
8272 4348 765
9815 5352 -736
6705 3110 -961
339 9433 774
2411 1151 -454
5773 8738 170
5030 5245 360
226 4605 619
4301 3138 -812
5925 2936 344
3137 6830 -151
285 842 557
4784 1347 -94
6015 8423 616
9401 2183 -636
6452 7607 401
8176 2117 294
1334 8389 355
2345 7954 -558
3061 4402 -67
514 3904 -760
1586 5873 -898
6896 8256 642
5379 5715 -980
3996 3685 -429
4663 814 615
5539 8379 -811
4594 9740 -24
2470 2136 -167
2252 8930 -448
4858 506 -170
6604 8303 561
844 9795 -988
2101 7808 -853
6244 2615 473
724 6638 955
4864 3821 -575
5489 1897 -311
6482 1334 296
2019 200 528
8794 198 -102
614 5162 -195
4002 6791 -599
659 9429 -213
8989 3982 -218
737 9640 -398
7807 5953 -23
1110 9346 239
5766 4772 317
9366 7706 688
8516 5850 81
4095 866 613
4950 2904 -273
8954 8639 -318
4583 1517 -949
8698 4809 -351
8667 3974 975
641 3818 -76
5754 1475 -657
5475 9332 309
3875 4780 -907
4301 8143 623
