20
979 894
734 86 -483
426 142 770
473 819 -619
301 724 -510
290 464 -135
830 317 -951
202 741 997
753 22 898
816 287 527
372 824 145
326 238 146
56 302 -251
89 717 304
26 814 -770
274 60 735
196 271 598
580 379 685
813 478 718
271 160 -724
331 617 34
55 156 340
64 196 400
815 766 616
92 807 899
596 492 105
88 149 -281
203 8 360
34 710 129
772 619 394
819 690 287
378 307 -458
260 216 492
596 494 8
359 822 935
632 83 443
77 223 -56
787 162 -980
161 254 -212
348 31 -387
252 36 -665
804 221 351
797 173 -715
41 75 -634
386 350 990
97 69 960
216 139 526
580 330 -250
294 585 -165
507 80 -700
167 777 -992
310 661 -257
507 99 294
507 83 -69
780 55 -365
202 112 501
94 304 710
664 708 989
263 360 -62
311 646 814
434 184 -66
478 161 -846
739 416 -189
172 545 -899
451 251 305
396 263 -793
677 749 45
211 261 -839
420 702 -680
149 491 -910
168 494 -223
534 117 -278
24 638 758
219 565 -515
831 138 249
388 794 723
459 275 488
607 150 650
771 80 -229
135 730 -222
808 866
13 117 480
342 535 587
602 685 -410
205 593 -180
233 267 -982
534 533 -971
196 656 509
64 104 -214
280 373 -763
427 424 -383
195 44 355
374 255 930
430 289 -43
722 533 452
216 778 277
675 331 -598
494 135 -606
735 188 981
271 201 543
503 410 711
139 474 -406
528 170 807
319 218 -246
16 470 -586
656 435 291
340 681 635
353 682 -468
743 434 925
80 603 -952
592 130 868
731 644 -907
522 707 708
95 408 -295
791 386 -308
335 756 -118
634 207 364
191 788 -119
155 79 -974
360 560 -125
535 764 355
664 443 -816
602 169 335
316 725 -649
737 401 -353
713 273 369
579 539 -629
419 365 -644
198 317 -958
292 565 803
198 787 25
174 701 662
786 109 964
255 130 -285
456 698 -133
184 541 -779
216 785 -48
431 654 -133
419 502 -884
335 554 -145
309 767 -529
728 678 546
360 10 -20
29 712 489
541 169 -83
63 355 -662
502 523 443
220 331 209
365 113 813
87 525 -15
11 632 -973
655 109 -687
25 435 -695
202 135 -636
79 129 -568
721 457 -700
682 217 -698
198 494 805
723 447 -807
162 534 343
223 598 -303
448 592 -3
362 469 545
465 714 310
702 376 137
294 755 -886
67 147 -570
515 222 -624
435 193 549
290 315 -481
120 406 856
372 456 729
704 353 -485
652 334 -34
711 391 895
521 345 -967
536 315 398
183 473 -1000
475 151 58
401 304 560
731 279 379
693 59 484
745 144 308
120 61 -655
573 202 896
632 677 -380
230 310 462
555 427 -446
154 255 -896
452 371 393
438 375 -678
779 663 -679
700 644 -430
432 334 598
539 390 -415
777 368 -803
574 633 -572
34 797 777
446 2 189
596 103 299
215 239 -540
404 787 458
125 370 -11
792 237 -890
253 423 -591
605 462 -314
649 549 712
761 78 993
661 154 926
800 24 863
391 567 723
30 321 502
502 309 805
680 310 -297
615 438 707
216 591 309
28 350 315
153 733 -869
226 41 -779
529 446 -519
228 272 -639
786 73 495
250 65 470
86 610 627
110 491 -636
458 28 -886
476 128 -806
516 81 -64
702 594 333
8 274 -863
659 764 82
455 688 -535
739 182 442
556 592 -575
487 787 443
422 356 -78
248 208 -974
307 252 520
308 651 684
511 795 42
229 721 166
308 67 -740
615 753 532
628 744 -346
91 105 -869
423 469 -946
120 196 195
216 496 -712
494 119 72
625 202 761
359 218 -84
556 396 -937
485 459 692
343 38 -212
361 481 780
95 467 -719
67 149 -422
334 151 563
531 90 -988
268 542 791
433 343 482
434 389 877
641 629 -334
72 375 442
215 180 811
530 389 149
349 63 379
361 745 59
455 16 -484
494 460 -182
144 507 407
783 111 933
776 719 -675
442 121 -188
638 120 -480
405 541 700
364 388 427
544 68 321
442 459 685
242 366 955
564 355 -595
350 128 -56
355 363 -375
56 692 -89
723 594 -527
319 522 -572
776 48 -558
435 496 372
469 241 -43
770 748 221
283 708 -101
337 274 308
764 453 807
338 542 812
788 451 731
774 405 -838
504 339 327
453 495 774
758 423 313
123 411 -893
805 527 87
216 421 -691
587 373 -59
220 501 747
453 491 81
561 66 -255
716 360 158
756 362 467
634 800 -794
605 153 -305
377 482 -399
553 272 -662
174 254 164
352 435 -193
173 440 212
693 614 777
66 221 791
747 133 354
84 600 -317
245 6 -753
218 585 954
354 732 72
72 155 -311
505 535 -823
370 637 -375
416 515 -124
68 633 -257
754 780 -1
279 265 -809
570 794 -48
37 94 426
265 253 -665
729 498 -594
591 57 -297
77 317 731
276 694 954
203 313 -119
493 15 -286
666 776 278
601 471 774
663 155 -880
482 590 862
331 70 -282
561 351 517
610 308 -60
669 319 -5
11 49 204
723 444 332
699 697 922
131 495 572
797 447 781
374 436 -180
271 366 -199
530 679 775
165 710 -99
503 759 -259
586 364 354
258 81 -592
662 628 -516
572 490 349
601 694 886
432 230 -828
761 390 903
746 3 -333
199 273 309
483 642 39
272 733 -843
9 204 342
592 746 377
373 193 353
634 72 -769
390 107 -551
676 122 570
327 236 -564
91 191 -474
712 711 -696
706 439 468
548 805 -525
742 195 -140
340 623 75
285 724 -283
557 366 -812
191 356 -565
527 765 -251
586 678 294
110 19 -724
397 198 -320
617 153 -250
563 267 -497
480 110 -402
445 791 551
324 662 767
295 262 -283
363 173 -763
693 782 -123
404 312 274
766 543 204
562 688 -518
224 153 -194
611 282 982
83 328 2
357 116 35
115 710 -695
304 595 -681
604 296 794
332 631 -435
711 327 -377
399 336 -711
374 567 237
28 758 -772
579 372 959
326 409 -176
514 195 325
392 444 -348
429 73 -516
282 315 566
484 781 896
645 307 94
711 731 753
659 663 139
256 267 -639
542 438 569
184 614 276
261 678 -677
454 117 -221
90 329 -82
324 634 -245
754 403 -815
11 514 -690
225 471 267
398 465 456
578 551 29
133 726 -916
696 432 849
674 497 -362
335 383 943
721 101 -762
313 762 -790
560 153 572
741 91 450
708 519 -726
83 596 -237
744 62 -295
259 625 -461
278 172 -410
223 720 -450
218 211 -347
199 173 -953
221 403 -513
476 704 208
137 798 -546
124 666 316
741 38 -19
711 290 -107
708 10 227
496 521 -969
271 136 -160
109 728 28
220 281 -827
506 627 299
67 629 218
31 292 734
222 126 -104
401 268 -420
283 341 -611
194 319 -276
240 192 323
753 515 -939
672 300 -899
150 446 447
11 282 -643
665 154 -747
739 773 989
693 193 32
589 38 171
704 50 370
510 309 -801
762 433 -634
635 256 22
521 432 -329
680 416 -811
405 651 820
796 663 -393
474 87 -373
131 514 -768
140 148 974
337 222 516
712 732 -473
175 186 642
34 797 -671
11 678 -15
789 538 538
265 33 42
3 624 528
536 334 761
248 78 385
617 707 830
75 271 859
771 430 -646
227 592 731
406 505 -837
617 686 -462
203 480 -291
423 311 -550
715 673 394
2 241 -502
7 402 -219
593 465 -914
13 519 -407
252 710 723
498 304 252
569 795 226
65 76 -742
603 438 63
30 285 360
277 36 -993
191 187 166
165 788 152
148 219 718
611 175 -438
793 26 333
723 163 365
173 57 710
616 450 409
589 760 365
214 656 -260
787 33 -513
170 51 53
530 227 -384
701 325 762
365 644 816
294 437 -209
520 613 -418
176 715 268
758 568 108
81 486 735
235 754 -483
246 332 -998
203 374 682
137 466 981
110 735 -818
370 51 -948
383 659 -270
60 788 843
658 553 997
141 725 221
169 561 586
477 702 50
452 454 -312
555 5 878
9 303 -713
503 524 296
13 379 235
559 681 -721
543 10 -852
635 153 -536
649 766 777
657 694 -688
377 445 715
701 188 266
531 198 -151
628 120 29
548 595 -101
621 412 -458
522 725 713
467 594 -308
245 344 690
173 420 -469
653 390 -121
250 541 -525
572 516 -983
185 77 -431
751 168 -993
707 145 -107
196 786 -154
416 229 -500
93 773 637
604 693 -269
756 285 -65
419 239 199
78 807 -491
277 408 680
83 12 -344
694 621 838
355 358 -823
594 772 119
125 666 -975
80 56 771
7 252 -301
291 16 -374
600 639 113
139 629 598
260 516 196
482 446 -230
29 650 297
182 21 -746
340 170 192
23 671 -328
673 6 492
140 360 -612
363 246 -768
509 177 849
167 90 -70
286 465 593
35 373 -87
548 707 528
355 35 -162
453 625 -989
241 287 793
330 522 791
194 445 858
130 69 -242
408 433 537
174 308 -171
664 601 -739
306 400 -130
205 795 -593
254 709 172
258 138 440
521 432 303
344 799 453
434 156 915
741 81 645
505 109 -422
527 779 -514
609 607 82
10 419 -453
658 470 79
143 22 162
106 653 -892
360 566 171
633 332 902
312 636 -796
150 298 713
804 277 453
480 457 -494
515 156 421
59 682 12
615 164 -533
458 414 955
14 163 211
640 245 100
607 502 -527
365 166 -450
455 654 303
167 445 -85
322 805 -333
158 134 838
557 396 -1
723 777 463
296 144 -572
310 675 -673
695 790 -4
680 175 -355
421 459 637
114 336 -423
577 115 970
164 470 671
789 183 -965
279 282 -994
572 756 -524
143 366 144
725 65 -908
602 481 -35
324 553 254
421 292 -955
201 567 550
408 127 -691
44 531 -668
732 68 -600
375 301 -318
557 62 -738
285 403 132
475 255 896
488 254 924
765 315 524
115 559 59
807 515 496
55 606 543
466 432 598
230 299 -176
118 457 525
435 249 -967
734 199 647
313 787 -951
459 472 344
136 292 302
608 765 -802
609 272 369
74 582 191
637 728 -111
551 653 -322
575 340 895
576 541 -894
136 628 -117
167 262 -120
37 275 -251
205 635 -403
708 626 -28
760 556 -648
681 346 227
455 789 901
369 469 -556
551 397 -248
189 341 250
739 452 271
289 51 474
342 3 -141
113 197 -726
137 580 -680
206 660 105
481 352 114
159 634 -326
357 603 -212
315 410 556
399 394 -627
754 514 -13
686 414 4
383 378 152
508 237 -699
412 358 -965
226 42 -991
572 327 -899
415 540 674
608 254 -354
522 152 852
360 88 -777
186 546 -732
433 577 -267
596 84 492
219 663 -29
444 737 383
563 107 685
566 298 -705
354 127 423
281 601 -873
542 286 39
81 611 -245
561 394 -298
46 745 -774
297 479 -331
586 513 -733
293 50 53
104 679 -23
343 546 -843
427 237 801
173 274 816
671 585 200
783 653 308
582 454 80
514 195 -18
639 725 -666
619 479 -240
609 314 755
65 160 -684
712 346 -767
216 62 -606
657 246 -795
356 572 520
702 428 914
120 145 -234
225 523 390
5 328 942
45 46 -987
300 572 124
163 157 750
478 529 -333
291 589 -289
378 402 -536
745 534 -145
382 749 -524
301 458 736
312 321 -501
279 477 -874
734 65 -190
462 599 -854
214 517 539
502 468 977
532 171 -527
271 667 528
56 37 337
555 680 -926
568 29 594
305 742 278
802 630 374
564 304 245
574 664 -556
115 558 933
331 77 -495
223 510 -204
194 135 -580
802 282 -289
380 64 72
105 138 -845
499 628 -49
229 170 878
675 194 -485
510 50 -248
766 41 -784
697 650 -61
186 332 -92
95 693 760
2 474 -883
485 310 885
233 717 -815
261 614 -241
414 85 541
221 136 308
444 650 426
474 538 635
639 36 310
53 191 -228
677 683 2
28 357 719
670 38 31
270 585 -862
115 442 -596
569 32 -886
137 760 753
694 173 -826
322 489 922
767 231 937
47 419 -726
602 519 -871
85 216 -501
555 477 399
137 158 659
387 417 441
347 660 -953
405 481 0
17 41 -563
460 235 -361
567 110 -934
471 24 247
37 182 980
91 482 -425
640 77 134
797 246 -986
665 499 -133
407 161 -294
454 629 838
205 548 -297
504 121 810
138 64 -388
231 508 -681
52 37 -3
109 706 -615
355 536 137
308 364 -824
264 581 128
553 366 945
426 259 -691
300 317 -400
728 657 727
178 345 408
68 591 862
607 425 -438
121 60 673
166 505 375
313 244 -426
755 495 337
26 60 778
349 759 -362
768 508 718
757 312 298
614 74 -266
248 270 509
280 154 373
501 122 -947
451 342 942
535 680 -375
382 630 679
512 278 -314
783 442 -610
376 339 -987
755 271 872
192 787 668
577 164 403
685 400 -262
78 628 716
315 86 622
389 668 -243
115 64 -203
274 311 516
560 220 217
807 355 419
297 54 44
603 464 586
231 327 -746
288 371 -140
690 771 281
312 401 -93
284 713 71
351 180 326
49 382 -743
212 34 -819
276 13 99
28 632 -989
469 767 3
521 67 529
209 743 865
801 103 -253
708 449 706
472 382 601
77 480 -27
376 154 683
577 600 946
182 681 -651
752 235 348
485 544 805
169 85 411
164 567 -605
259 536 -880
791 680 -437
632 405 -782
645 636 -354
265 82 -153
79 186 210
139 706 -69
546 489 3
565 379 557
359 490 -371
596 438 -509
719 698 958
628 471 -27
307 192 -292
646 202 -762
735 409 648
635 739 98
672 700 -15
296 501 131
738 388 528
766 562 741
576 176 639
692 154 -848
540 475 -558
611 334 663
445 656 699
292 370 739
398 245 861
72 764 -718
87 573 767
35 500 -957
716 231 313
281 71 -135
163 501 434
430 564 -232
966 869
690 67 750
589 84 483
584 139 397
764 594 785
574 202 -508
510 550 -501
52 820 268
658 659 821
269 358 -984
541 107 932
728 154 520
633 741 -364
787 495 -14
170 432 275
226 387 -287
473 230 -993
102 135 -162
635 717 284
327 357 -156
674 923 231
141 161 507
244 296 -641
595 164 349
768 556 -828
7 863 852
451 823 476
533 412 -149
262 558 347
347 317 -133
807 678 -386
260 95 977
848 357 -267
560 757 -52
851 619 902
648 326 -976
755 331 -70
211 233 -26
195 571 221
386 759 -525
292 394 570
174 892 1000
532 288 -992
168 361 -695
717 261 241
421 874 3
885 817 -61
254 946 -745
656 81 634
670 306 253
544 250 -908
456 318 17
823 657 258
382 593 323
919 403 -251
787 34 992
525 304 617
458 872 520
611 233 852
26 271 -487
865 105 442
530 193 499
884 357 194
747 174 554
167 704 253
18 338 54
107 398 123
679 76 700
598 342 -168
497 59 -972
402 901 -287
541 399 839
166 500 -490
620 694 -395
816 303 719
614 339 66
116 955 -88
255 826 278
198 481 949
645 537 747
692 508 -806
880 107 -16
542 87 221
807 772 -257
447 98 -984
202 262 634
638 236 -145
14 489 -680
884 547 -943
188 271 -477
669 767 -151
297 405 561
609 502 -41
947 815 271
250 420 -844
561 780 332
341 951 289
99 95 -283
841 436 -743
737 690 739
891 15 876
954 568 -821
156 652 -879
761 493 401
270 670 137
627 32 22
687 205 -417
272 211 -391
962 167 149
501 104 154
413 825 204
716 163 -974
633 184 887
686 889 -959
550 383 -141
960 230 355
755 548 760
673 222 103
691 94 -931
47 314 184
649 549 -194
302 746 869
405 751 -674
880 318 21
323 909 348
451 675 -680
608 335 -882
610 570 -340
324 71 864
924 162 -15
248 799 112
671 417 85
785 906 256
861 80 787
87 113 857
212 463 -353
611 849 19
299 665 252
719 53 711
751 524 87
328 178 -617
493 629 612
475 657 979
819 645 -554
250 85 -162
329 649 624
380 63 906
582 947 -825
61 939 -315
285 193 624
332 886 -771
704 673 -623
183 728 -294
459 341 7
229 396 747
228 770 -886
709 400 139
28 394 -553
243 590 39
964 511 -182
835 943 -493
804 112 -218
161 905 -155
78 272 794
23 14 840
411 157 867
477 446 -598
238 252 386
792 826 -273
73 345 657
775 42 493
802 672 164
508 707 231
88 35 602
396 410 -477
893 394 -156
638 363 76
450 133 667
430 400 -45
468 584 108
357 352 -166
502 717 773
93 771 785
841 58 -839
39 242 993
233 183 -175
576 949 967
958 860 587
825 223 -719
431 89 598
91 344 -256
688 561 -706
624 872 450
237 6 721
809 400 898
680 368 208
447 145 685
354 624 -31
521 299 286
740 232 989
850 143 347
228 524 -80
710 830 -42
92 654 45
654 238 -783
461 153 321
433 929 -766
345 303 -292
53 292 103
782 8 85
533 841 103
719 483 497
262 852 640
814 472 137
666 720 857
486 528 920
617 546 847
590 230 46
586 528 609
236 427 -988
19 959 367
429 268 869
779 295 -655
666 160 281
94 646 -160
786 349 -70
423 672 947
12 894 -313
199 264 671
862 612 -297
189 660 643
374 432 254
107 688 317
317 830 -548
653 362 494
524 373 160
784 75 -545
172 138 327
745 904 13
264 189 -382
326 28 96
35 516 722
298 909 844
635 257 -417
767 758 -330
130 742 -297
574 518 767
375 194 927
125 245 295
199 434 593
322 247 -349
901 776 -884
338 202 -828
756 923 468
847 282 817
520 768 -188
594 534 -987
764 74 892
715 795 653
250 422 348
890 153 708
514 776 -51
531 253 -674
46 145 -705
801 30 -689
752 155 812
707 740 -120
708 16 -368
520 404 -30
745 51 -428
795 589 -895
854 745 859
164 809 -421
822 117 704
29 170 328
367 611 -550
925 864 -174
803 503 887
861 904 -727
77 406 14
316 242 -569
215 72 -876
644 454 854
764 68 -615
424 210 -798
803 10 192
618 235 -563
788 864 267
636 445 -232
557 310 -102
546 653 935
511 379 199
359 841 778
420 295 -730
441 567 -164
707 155 -720
29 262 24
66 800 970
217 512 147
136 883 -515
753 861 -863
22 799 -895
789 81 -154
712 909 -558
135 704 29
609 351 -784
487 814 -76
754 780 -877
309 126 303
31 706 711
890 333 784
315 486 -577
428 219 -112
247 533 250
169 472 -456
191 9 -526
182 895 779
14 496 -929
691 539 289
415 924 946
587 572 -583
742 324 719
467 708 -881
910 244 946
937 261 320
496 413 -313
483 547 736
412 847 410
927 875 -305
69 265 83
631 907 889
407 129 -630
274 78 -348
712 943 42
83 500 805
411 254 -372
18 891 -694
164 145 -817
809 297 477
528 144 88
371 497 -218
357 351 807
32 763 -379
919 442 979
924 727 432
432 511 -345
743 592 647
520 672 -650
661 317 -599
832 735 785
479 742 -249
53 815 -99
556 642 -100
712 396 731
145 357 -228
564 569 424
837 819 -184
76 280 890
472 92 476
168 498 532
276 833 670
646 541 117
847 817 -359
578 45 -382
435 179 -929
599 211 -786
673 292 -465
881 923 962
642 915 -969
484 960 -531
20 139 -894
85 534 -621
370 47 -913
54 66 785
621 577 473
815 204 -387
650 341 491
51 605 733
888 674 -584
349 57 -709
178 566 -723
550 431 917
346 614 290
159 85 -245
909 39 782
52 666 168
86 964 -686
516 640 -777
372 258 -418
269 595 -725
573 178 -202
694 882 502
886 288 593
943 208 228
254 531 258
137 566 541
723 75 153
813 264 -536
47 271 -132
140 907 -934
625 618 -431
138 559 706
744 916 626
575 495 518
493 378 457
491 447 -927
139 706 -13
768 806 993
666 334 -788
281 72 4
171 774 457
12 938 811
406 12 265
501 761 -52
425 57 -8
785 522 463
51 902 -752
466 318 -78
300 618 -466
574 149 -591
938 301 -506
162 134 52
236 329 -158
454 380 -511
544 402 31
10 407 -565
403 655 148
230 63 -253
90 41 -549
893 583 503
587 727 860
153 295 361
747 776 -312
396 853 -67
640 410 888
30 950 643
420 392 812
422 471 -539
516 305 487
768 884 -816
441 431 64
483 734 -354
231 470 -179
719 366 884
867 721 -726
348 723 -913
401 440 -756
618 903 660
862 445 156
239 438 -389
755 229 404
909 676 148
96 413 -408
496 418 -886
821 897 975
356 109 512
813 860 273
892 766 709
178 132 -439
602 859 155
175 542 196
157 72 -918
362 231 -685
84 925 -215
640 371 -766
33 886 78
417 91 992
962 114 247
614 382 524
533 166 -480
907 791 -241
59 340 -827
289 43 367
354 717 197
618 132 765
737 366 -875
675 268 79
849 382 -453
104 137 21
143 806 508
367 160 950
758 554 -234
625 324 194
127 338 -353
175 515 -913
481 419 511
774 544 315
324 346 -758
113 687 -560
856 793 -55
696 689 -465
556 715 -544
476 496 137
50 201 -767
404 605 963
861 66 500
508 793 -672
31 707 -834
144 238 101
24 88 553
652 305 -551
243 403 -192
600 758 -962
474 455 242
710 865 595
424 29 603
389 373 -440
318 953 672
729 15 -768
446 442 517
769 445 -46
943 878 -538
265 797 652
639 309 -498
572 307 563
277 547 -456
713 280 952
891 409 -287
38 609 518
157 799 380
35 731 175
3 540 106
296 934 904
371 599 183
236 273 539
345 426 -652
750 60 418
640 807 732
251 805 130
104 937 -889
940 583 123
211 774 667
248 886 94
877 304 311
242 630 759
90 39 -802
542 292 -583
22 840 -304
500 316 -408
603 820 356
763 215 -433
524 538 -635
854 935 951
909 903 75
753 836 -396
434 264 -748
59 107 -50
711 229 202
674 697 -830
524 742 562
34 914 -103
117 127 -82
31 39 993
759 181 -32
860 851 687
65 447 -699
397 833 501
859 269 -601
487 211 164
376 307 284
564 611 803
961 598 928
564 548 899
721 29 -433
897 180 991
154 288 366
85 540 938
907 897 16
755 133 -803
217 475 -638
587 195 -582
621 700 746
516 767 -491
667 807 -407
479 190 694
627 672 908
384 934 67
849 76 -245
270 466 237
944 618 454
140 874 -369
174 289 -397
964 525 -656
388 858 -910
488 457 654
90 229 -465
900 438 709
244 423 -752
369 808 -827
325 803 662
130 200 732
798 843 364
623 494 481
461 359 917
161 388 951
554 949 -731
285 589 -702
115 960 -489
37 729 773
699 630 -984
863 69 -638
278 286 484
180 32 -948
398 256 24
546 732 -330
251 50 -113
101 743 419
804 615 -966
100 966 58
719 568 682
443 405 -554
49 218 722
657 40 -933
309 633 -515
28 489 152
743 281 752
644 364 -881
792 806 -676
842 898 -468
111 82 -512
704 647 199
524 879 -289
925 770 71
736 148 -615
184 356 787
603 536 -777
95 148 469
579 96 149
145 966 230
893 851 -683
521 16 372
868 623 727
37 101 325
292 453 -196
148 775 -738
2 400 215
420 921 867
753 649 87
161 413 -652
247 107 615
736 704 151
508 370 378
752 528 562
765 699 -353
848 659 297
775 378 607
575 886 -588
547 715 -3
101 571 185
264 666 448
78 657 -411
651 699 -881
202 36 738
189 522 988
629 732 -487
679 745 277
325 514 -192
280 898 -296
292 97 804
372 405 -201
473 52 -587
57 903 -438
233 734 -532
717 367 -584
766 384 -225
835 739 749
324 483 -411
892 900 129
209 70 -372
662 475 509
613 499 169
483 929 -558
232 286 595
852 609 862
707 33 753
514 446 240
374 353 924
942 21 -211
331 73 975
664 289 288
930 85 -865
466 8 447
650 630 -519
380 414 -166
880 180 817
233 921 281
156 487 -883
69 352 418
669 933 5
41 302 319
436 357 794
55 191 736
72 414 -558
268 510 -713
61 401 678
930 27 -632
285 917 -429
844 653 -842
599 825 94
40 744 464
498 719 84
126 579 -548
135 83 -116
189 842 -843
604 131 952
334 419 324
694 867 -262
346 248 -547
637 462 471
603 316 -194
32 551 872
126 199 361
519 870 945
955 681 797
126 231 -860
10 703 111
861 823 713
169 276 453
270 723 -456
709 600 657
488 616 794
728 937 147
132 387 -332
647 371 -317
579 111 -296
423 105 399
803 65 -554
784 840 -42
875 436 -702
515 956 104
275 765 532
285 733 -7
369 931 450
392 315 -392
845 84 106
653 905 969
194 13 -381
803 764 431
311 36 245
107 674 -566
240 518 -504
502 251 -68
523 27 -970
291 966 775
856 684 -989
270 623 -397
324 603 -424
681 634 -813
720 829 283
955 354 118
590 458 653
810 716 335
593 413 -470
15 842 125
465 71 -506
150 557 -147
732 295 -312
282 233 196
847 594 326
531 107 -914
834 262 -295
634 336 -202
580 135 685
861 486 798
926 4 536
152 559 871
215 454 669
551 353 -427
558 894 423
58 376 -969
394 655 -425
751 478 250
604 317 -846
241 698 999
478 452 864
303 915 473
536 241 394
797 737 -723
325 654 711
706 547 290
782 264 -491
647 181 486
731 865 351
555 159 -214
592 735 507
652 558 -827
105 822 -241
523 763 -849
703 884 89
245 664 281
89 696 -746
638 962 542
855 666 -403
966 49 78
864 601 261
958 276 -169
954 957 -621
80 356 -587
398 63 272
767 613 -333
85 212 755
437 962 -452
147 961 354
240 373 -772
824 277 -982
453 899 -637
311 230 937
956 963 84
637 861 -804
324 469 553
747 311 369
792 914 208
230 244 -624
273 466 -731
263 926 96
401 259 -594
43 464 -753
462 486 -209
192 644 -399
23 1 -614
668 67 725
756 360 -644
650 743 259
60 247 28
682 713 230
144 377 -49
725 279 489
130 558 445
898 698 874
372 348 903
660 504 -539
404 862 680
560 436 67
403 445 -237
952 115 -407
484 428 -546
849 825 -479
191 101 120
4 477 -826
106 409 317
318 625 90
412 399 659
225 168 308
313 273 -424
487 286 853
558 353 -84
655 455 68
821 661 407
250 109 -910
137 743 -658
352 732 -569
423 237 548
956 397 -670
147 201 787
808 292 425
760 326 -588
329 933 170
755 581 -54
41 291 -383
10 169 482
134 408 -552
904 6 -819
946 664 -61
408 130 768
657 38 357
672 486 573
559 735 -368
817 900 139
277 772 -50
695 697 -128
832 879
41 441 768
825 295 134
650 640 941
68 744 436
37 399 234
740 550 406
124 740 569
549 351 -67
333 702 -79
50 624 800
724 28 -852
464 826 499
471 653 -289
485 180 -171
281 333 -152
721 416 501
776 555 238
389 44 567
233 62 -459
634 114 756
239 237 765
760 619 949
649 629 574
507 356 773
639 703 -162
120 42 711
62 820 -711
219 508 -291
115 651 -477
198 628 -907
793 50 342
81 693 -231
501 659 -722
690 634 -543
767 560 884
96 533 212
142 82 432
177 210 254
574 429 -649
240 184 959
111 832 554
103 783 685
317 310 683
119 712 -603
752 501 -492
702 683 748
546 475 153
410 41 -188
445 103 -9
737 753 -291
572 564 340
655 764 -286
536 612 -483
708 364 97
405 114 -272
710 61 -529
128 368 818
389 137 628
109 660 89
569 556 33
150 418 421
60 510 945
399 568 360
565 88 -868
314 44 16
305 400 349
626 145 866
535 273 24
227 673 -747
489 605 -996
658 603 82
131 822 747
379 757 384
622 776 -759
595 558 356
390 279 -399
30 737 -525
477 35 894
578 355 494
645 366 -58
189 258 532
777 535 792
176 151 -836
681 149 -276
31 126 377
153 273 240
73 550 300
175 427 -563
564 106 582
751 196 -496
714 148 934
783 511 391
425 231 656
776 270 -921
218 631 792
408 4 -964
208 247 -392
47 45 341
336 351 785
596 245 149
308 522 -303
226 683 573
235 78 -580
7 669 190
378 670 -354
824 521 152
530 27 -464
475 532 -265
273 667 440
346 302 313
63 361 -33
416 7 -395
84 105 -24
755 505 -446
747 729 -755
295 794 -666
479 28 557
177 164 -620
787 679 -540
59 541 124
10 557 -488
104 444 839
291 592 -166
635 375 -144
414 266 796
231 672 -687
136 378 -403
566 253 470
723 674 794
445 795 860
144 397 274
243 731 850
242 652 -56
654 827 959
7 788 619
139 109 -222
725 492 -175
633 313 -76
396 19 25
172 432 430
454 575 -776
351 492 875
496 354 691
814 735 -259
686 81 10
698 679 -474
587 363 108
449 501 137
751 671 722
521 158 -107
318 360 969
763 454 596
209 371 -808
625 279 -114
348 364 534
693 175 -89
548 744 72
88 331 985
137 93 587
414 280 -637
615 293 496
127 63 927
737 171 626
778 287 -628
431 126 79
772 687 233
65 757 -804
296 9 -514
211 497 740
8 50 646
13 450 -724
646 518 -969
159 334 -39
192 632 -395
370 520 637
800 141 662
202 44 720
475 303 -635
410 52 749
612 503 -463
177 659 -339
176 126 -592
239 602 394
821 353 -978
568 465 105
820 73 -757
36 485 -658
624 562 284
493 193 -994
565 832 -626
543 47 564
102 194 -653
283 72 437
114 80 -513
356 505 972
225 4 -685
138 445 420
384 796 31
478 688 82
408 55 -48
483 755 -925
213 330 604
769 489 -410
548 733 -644
382 376 -941
736 167 -495
44 229 -267
178 57 8
247 533 598
791 470 9
760 706 583
313 594 -508
554 328 -234
457 415 -366
433 824 -430
380 178 698
58 482 468
635 492 39
550 808 239
465 706 167
109 235 382
1 430 945
207 620 634
189 567 512
673 623 -101
571 526 -183
103 186 -186
290 433 330
246 173 -732
166 771 -90
481 402 -147
554 764 -927
176 121 -929
31 385 759
83 94 716
357 320 863
602 679 -859
80 634 381
743 564 -328
20 163 -55
164 433 -630
101 157 -798
663 636 -846
352 230 -534
78 656 772
331 782 474
105 227 302
735 463 -152
317 370 -569
225 290 -858
161 310 -967
143 561 -192
461 492 -807
609 167 873
432 161 545
673 365 725
798 184 -77
442 212 480
405 520 -918
103 293 -546
143 75 629
359 682 -730
688 671 196
365 159 -607
784 802 -823
241 96 932
436 811 -93
778 524 312
330 804 -597
787 608 -47
597 7 -604
241 631 595
831 353 414
205 312 674
575 124 865
706 623 -900
806 501 225
585 310 -414
455 642 67
599 326 410
166 577 835
61 743 -960
649 360 -60
431 416 667
36 290 334
681 24 -925
58 772 170
140 162 -696
644 315 962
501 63 -588
171 53 550
91 817 -222
96 226 -288
456 391 -650
689 748 -49
754 479 -525
20 159 770
430 819 63
476 457 537
777 278 925
697 67 15
831 51 -654
760 144 -550
725 115 418
724 756 673
618 63 -415
544 546 612
150 472 789
411 689 -155
683 781 -294
809 770 -336
66 111 741
473 15 855
464 38 -284
430 532 -883
389 529 -534
750 243 -864
4 137 -920
470 248 -536
5 106 777
601 516 721
262 433 810
116 249 756
50 718 -980
451 244 -193
32 468 -311
5 17 104
486 594 173
326 622 701
710 480 208
534 303 -626
618 352 -662
554 744 349
770 275 584
95 51 839
648 527 199
79 201 -677
777 816 -169
